key,count,cp_Description,cp_setSize,cp_enrichmentScore,cp_NES,cp_pvalue,cp_p.adjust,cp_qvalue,cp_rank,cp_leading_edge,cp_core_enrichment,gp_query,gp_significant,gp_p_value,gp_term_size,gp_query_size,gp_intersection_size,gp_precision,gp_recall,gp_source,gp_term_name,gp_effective_domain_size,gp_source_order,gp_parents,go_Term,go_Annotated,go_Significant,go_Expected,go_Rank in elimFisher,go_classicFisher,go_elimFisher
GO:1903083,1,protein localization to condensed chromosome,14.0,0.639377469824028,2.04221657501985,0.001396645835879,0.0285549826469742,0.0242712542647063,967.0,"tags=57%, list=13%, signal=50%",9735/55055/54908/9184/55166/9212/57082/27085,,,,,,,,,,,,,,,,,,,,
GO:1903405,1,protein localization to nuclear body,10.0,0.709733858871051,2.07395539280413,0.0015975256261056,0.0296037189776911,0.0251626624807138,942.0,"tags=60%, list=13%, signal=52%",10575/1736/22948/10694/908/6950,,,,,,,,,,,,,,,,,,,,
GO:0002684,1,positive regulation of immune system process,400.0,-0.367809918057466,-1.43445109100123,0.0001077299172513,0.0054024558503107,0.004591996472834,1478.0,"tags=28%, list=20%, signal=24%",207/6812/5925/961/6223/1540/5608/1026/8945/7525/29085/163486/4940/65125/169200/5291/8878/7158/2353/22841/51111/3398/4792/51571/51324/5610/3133/23325/4790/85364/29915/5295/2241/834/8887/1374/23304/11118/3572/10385/57181/127018/51135/975/604/6654/85363/3106/7048/7706/10318/79647/3958/149041/3105/7474/6659/59338/567/3430/57169/8473/3988/26060/5228/6604/2309/2633/6398/6197/3659/3554/399687/84937/11119/4192/10417/5290/7105/9867/22890/3676/3075/83700/677/3428/114625/1191/868/22933/1997/5359/715/51704/716/27242/144811/4938/83666/55601/2534/64135/3481/1803/5587/6347/4208/9473/2634/5919/64115/91543/10673/3479,,,,,,,,,,,,,,,,,,,,
GO:0002694,1,regulation of leukocyte activation,199.0,-0.382568820492654,-1.44679219551431,0.0013953954983688,0.0285549826469742,0.0242712542647063,1162.0,"tags=25%, list=16%, signal=21%",472/7158/51111/3398/51571/3133/2241/10464/3572/10385/57181/975/604/6654/51063/2896/7048/80762/3958/149041/3105/7474/6659/567/6655/8654/6604/2309/5573/3659/399687/4192/5290/23240/9867/22890/677/868/5359/27242/2534/3481/1803/6347/4208/9473/64115/10673/3479,,,,,,,,,,,,,,,,,,,,
GO:0002724,1,regulation of T cell cytokine production,12.0,-0.715848047016012,-1.74463310936671,0.0020229933022983,0.03409709043127,0.0289819525291056,1298.0,"tags=58%, list=18%, signal=48%",163486/975/3105/567/6398/3554/91543,,,,,,,,,,,,,,,,,,,,
GO:0002726,1,positive regulation of T cell cytokine production,11.0,-0.727648987113342,-1.72440438349716,0.0017745016733083,0.0319036206949723,0.0271175402004481,1298.0,"tags=64%, list=18%, signal=52%",163486/975/3105/567/6398/3554/91543,,,,,,,,,,,,,,,,,,,,
GO:0002752,1,cell surface pattern recognition receptor signaling pathway,22.0,-0.624243809291811,-1.74335949092848,0.0021863857736481,0.0354902390844573,0.0301661054178704,1182.0,"tags=50%, list=16%, signal=42%",8878/22841/4792/5295/8887/51135/3430/26060/84937/9867/4938,,,,,,,,,,,,,,,,,,,,
GO:0002757,1,immune response-activating signaling pathway,198.0,-0.422280368206715,-1.59691737643937,8.55106122233968e-05,0.0047581384500197,0.0040443375355838,1912.0,"tags=40%, list=26%, signal=30%",9113/8892/54726/5771/23369/8780/340061/2033/29110/10616/23180/80381/4671/27246/207/961/1540/5608/8945/7525/29085/163486/4940/65125/8878/22841/4792/51324/5610/23325/4790/85364/29915/5295/834/8887/23304/11118/10385/57181/127018/51135/975/6654/7706/10318/3958/149041/3105/59338/3430/8473/3988/26060/2633/6197/3659/84937/11119/5290/7105/9867/3428/114625/868/22933/1997/5359/27242/144811/4938/55601/2534/64135/5587/4208/9473/2634/91543,,,,,,,,,,,,,,,,,,,,
GO:0002764,1,immune response-regulating signaling pathway,202.0,-0.418081653633602,-1.58226731726306,4.25452118364085e-05,0.0029291296691439,0.0024897108799896,1940.0,"tags=40%, list=27%, signal=30%",6416/9113/8892/54726/5771/23369/8780/340061/2033/29110/10616/23180/80381/4671/27246/207/961/1540/5608/8945/7525/29085/163486/4940/65125/8878/22841/4792/51324/5610/23325/4790/85364/29915/5295/2241/834/8887/23304/11118/10385/57181/127018/51135/975/6654/7706/10318/3958/149041/3105/59338/3430/8473/3988/26060/2633/6197/3659/84937/11119/5290/7105/9867/3428/114625/868/22933/1997/5359/27242/144811/4938/55601/2534/64135/5587/4208/9473/2634/91543,,,,,,,,,,,,,,,,,,,,
GO:0002768,1,immune response-regulating cell surface receptor signaling pathway,106.0,-0.474480759480326,-1.71425934225627,5.15722882368663e-05,0.0032228713048946,0.0027393863225412,1659.0,"tags=45%, list=23%, signal=35%",2033/29110/10616/23180/80381/961/1540/8945/7525/29085/163486/65125/8878/22841/4792/51324/4790/5295/2241/8887/23304/11118/10385/57181/51135/975/6654/3958/149041/3105/59338/3430/3988/26060/2633/84937/11119/5290/9867/114625/868/1997/5359/27242/4938/2534/4208/9473,,,,,,,,,,,,,,,,,,,,
GO:0002831,1,regulation of response to biotic stimulus,243.0,-0.383134074618375,-1.46185507993605,0.0003949632943294,0.0127328642981453,0.0108227201787858,1914.0,"tags=35%, list=26%, signal=27%",9470/9113/10133/54726/9641/5771/23369/54765/8780/3140/255520/340061/9782/4780/2033/29110/23180/4671/27246/207/6223/1540/5608/54476/4940/10906/8878/22841/103/25939/4792/5610/3133/23325/85364/29915/5295/834/8887/1374/80254/127018/51135/5495/85363/3106/2896/7706/10318/3105/7474/6737/3430/5371/57169/8473/26060/10346/10475/6197/3659/84937/7105/9867/3075/3428/151636/9683/22933/9636/5359/54625/6772/11274/144811/4938/83666/55601/2534/64135/5587/6773/51191/2634/5272/91543,,,,,,,,,,,,,,,,,,,,
GO:0003007,1,heart morphogenesis,108.0,-0.450920505999147,-1.63324934645835,0.0004229652322792,0.0132644988003589,0.0112746005507209,1100.0,"tags=33%, list=15%, signal=29%",79810/27031/90/1301/6091/115701/657/4194/7157/54583/8321/6654/5311/2697/7048/2013/10512/7046/7474/6659/23768/6591/2138/1605/6604/10060/23129/6495/27250/4208/7135/70/7139/6261/11096/9249,,,,,,,,,,,,,,,,,,,,
GO:0003009,1,skeletal muscle contraction,13.0,-0.821608299164432,-2.05598733133556,8.92626213263068e-06,0.0010987417206892,0.0009339119551843,429.0,"tags=54%, list=6%, signal=51%",2946/1760/7138/5587/3759/1134/7135,,,,,,,,,,,,,,,,,,,,
GO:0003012,1,muscle system process,152.0,-0.53336486198577,-1.98669563927132,5.15156172182455e-10,1.04628218570257e-06,8.89322234083396e-07,557.0,"tags=26%, list=8%, signal=24%",10142/817/8654/1605/2309/2946/3720/9472/10060/5290/2593/6546/5997/114907/801/1760/624/274/8082/23213/2628/7138/5587/3488/287/6442/6332/3759/6641/29995/90523/1134/7135/10324/7139/6261/2308/1146/3479,,,,,,,,,,,,,,,,,,,,
GO:0003015,1,heart process,83.0,-0.476307799336748,-1.67074852357241,0.0002176753513941,0.0085327536532421,0.0072526968780311,740.0,"tags=27%, list=10%, signal=24%",2934/2697/25937/10142/817/10659/8654/2946/10060/5290/6546/5997/801/1760/274/2534/287/6332/3759/7135/70/7139,,,,,,,,,,,,,,,,,,,,
GO:0003203,1,,,,,,,,,,,,,,,,,,,,,,,,endocardial cushion morphogenesis,16.0,16.0,10.91,17.0,0.00216,0.00213
GO:0003208,1,cardiac ventricle morphogenesis,23.0,-0.598344082207575,-1.68365448766065,0.0015610236562397,0.0296037189776911,0.0251626624807138,1100.0,"tags=48%, list=15%, signal=41%",79810/1301/657/7048/10512/7046/6659/6604/4208/7135/7139,,,,,,,,,,,,,,,,,,,,
GO:0003231,1,,,,,,,,,,,,,,,,,,,,,,,,cardiac ventricle development,49.0,42.0,33.4,25.0,0.00421,0.00412
GO:0003279,1,,,,,,,,,,,,,,,,,,,,,,,,cardiac septum development,45.0,39.0,30.67,24.0,0.00382,0.00374
GO:0003300,1,cardiac muscle hypertrophy,42.0,-0.536415688391759,-1.71935559868974,0.0013261605839635,0.0279112139484977,0.0237240617147562,531.0,"tags=43%, list=7%, signal=40%",4775/4089/6416/4205/7528/4088/9682/5592/3572/817/8654/3720/9472/5997/29995/90523/2308/3479,,,,,,,,,,,,,,,,,,,,
GO:0005978,1,glycogen biosynthetic process,22.0,-0.610140797627804,-1.70397324653301,0.0035198725429969,0.0484668551513676,0.0411960104943081,828.0,"tags=32%, list=11%, signal=28%",2932/8864/9852/5507/178/3481/3479,,,,,,,,,,,,,,,,,,,,
GO:0005979,1,regulation of glycogen biosynthetic process,13.0,-0.713848664934158,-1.78633031468649,0.0016106405450688,0.0296037189776911,0.0251626624807138,828.0,"tags=38%, list=11%, signal=34%",2932/9852/5507/3481/3479,,,,,,,,,,,,,,,,,,,,
GO:0006120,1,,,,,,,,,,,,,,,,,,,,,,,,"mitochondrial electron transport, NADH t...",48.0,44.0,32.72,2.0,0.00011,0.00011
GO:0006177,1,GMP biosynthetic process,10.0,0.675467682282953,1.97382416637694,0.0032108288673264,0.046254401240257,0.0393154619368325,1030.0,"tags=50%, list=14%, signal=43%",471/5471/10606/132/158,,,,,,,,,,,,,,,,,,,,
GO:0006261,1,DNA-templated DNA replication,103.0,0.494936664974906,2.78068678364787,1e-10,4.062e-07,3.45263157894737e-07,756.0,"tags=42%, list=10%, signal=38%",4998/55388/4683/641/64318/8318/6240/63901/92667/7083/10269/6117/990/2237/9156/10721/23594/5422/4174/5983/672/51053/5985/5557/675/79915/8914/201254/11143/4172/5984/9134/253714/4176/29980/5932/144455/5982/11169/55159/5558/10111/1663,,,,,,,,,,,,,,,,,,,,
GO:0006270,1,DNA replication initiation,27.0,0.697734659749072,2.75985868705338,3.73010511634581e-08,1.89396087282458e-05,1.60983483968608e-05,1064.0,"tags=74%, list=15%, signal=63%",4998/55388/4683/64318/8318/990/23594/5422/4174/51053/5557/11143/4172/9134/4176/5558/11073/23649/4173/4175,,,,,,,,,,,,,,,,,,,,
GO:0006271,1,DNA strand elongation involved in DNA replication,12.0,0.713746690298923,2.15423340445107,0.0004709553958375,0.0141705245769777,0.0120447071995871,1344.0,"tags=75%, list=19%, signal=61%",5422/5983/4172/5984/4176/4173/5111/10714/5425,,,,,,,,,,,,,,,,,,,,
GO:0006357,1,,,,,,,,,,,,,,,,,,,,,,,,regulation of transcription by RNA polym...,1007.0,729.0,686.37,6.0,0.00088,0.00078
GO:0006412,1,,,,,,,,,,,query_1,True,4.2416746282317704e-44,727.0,4284.0,316.0,0.0737628384687208,0.434662998624484,GO:BP,translation,21026.0,2162.0,"GO:0009059,GO:0010467,GO:0019538",,,,,,,
GO:0006525,1,arginine metabolic process,10.0,-0.740456795234,-1.70285914703776,0.0021041961825884,0.0350078828314054,0.029756110727671,73.0,"tags=30%, list=1%, signal=30%",445/9056/113451,,,,,,,,,,,,,,,,,,,,
GO:0006720,1,isoprenoid metabolic process,34.0,-0.560524821727805,-1.69811793179831,0.0014134075991729,0.0285549826469742,0.0242712542647063,1377.0,"tags=53%, list=19%, signal=43%",2222/285440/59342/3156/10577/9453/222236/4047/4035/3157/231/224/3988/5264/729920/216/5919/9249,,,,,,,,,,,,,,,,,,,,
GO:0006754,1,,,,,,,,,,,,,,,,,,,,,,,,ATP biosynthetic process,84.0,74.0,57.25,30.0,1.8e-05,0.00454
GO:0006936,1,muscle contraction,110.0,-0.512259324429656,-1.8563115580459,2.73664535539039e-06,0.0005052842469816,0.0004294830988363,557.0,"tags=25%, list=8%, signal=24%",10142/817/8654/2946/10060/5290/2593/6546/5997/801/1760/624/274/8082/23213/7138/5587/287/6442/6332/3759/6641/1134/7135/10324/7139/6261/1146,,,,,,,,,,,,,,,,,,,,
GO:0006937,1,regulation of muscle contraction,51.0,-0.539495723887424,-1.78952011678782,0.000466789698094,0.0141499981616269,0.0120272600922896,557.0,"tags=29%, list=8%, signal=27%",10142/817/8654/2946/6546/5997/801/1760/274/7138/5587/287/3759/7135/7139,,,,,,,,,,,,,,,,,,,,
GO:0006941,1,striated muscle contraction,64.0,-0.604691857641052,-2.0574954029972,2.24852271740716e-07,6.97938419504857e-05,5.93235900379883e-05,932.0,"tags=39%, list=13%, signal=34%",51542/781/2934/2697/10142/817/8654/2946/10060/5290/6546/5997/801/1760/274/7138/5587/287/6332/3759/1134/7135/10324/7139/6261,,,,,,,,,,,,,,,,,,,,
GO:0006942,1,regulation of striated muscle contraction,34.0,-0.642736029317005,-1.94717795624412,1.47770614846655e-05,0.0014541874409077,0.0012360348301788,557.0,"tags=38%, list=8%, signal=35%",10142/817/8654/2946/6546/5997/801/1760/274/5587/287/3759/7135,,,,,,,,,,,,,,,,,,,,
GO:0006949,1,syncytium formation,23.0,-0.575570717692699,-1.61957350398461,0.0029619448842677,0.0445608152588719,0.0378759423797195,773.0,"tags=30%, list=11%, signal=27%",975/85461/900/9644/8038/101929726/11096,,,,,,,,,,,,,,,,,,,,
GO:0006950,1,,,,,,,,,,,query_1,True,1.49226644395008e-41,3948.0,4284.0,1132.0,0.264239028944911,0.286727456940223,GO:BP,response to stress,21026.0,2571.0,GO:0050896,,,,,,,
GO:0006956,1,complement activation,10.0,-0.770463520405837,-1.77186685519899,0.0008694848325806,0.021854726672197,0.0185761495464527,265.0,"tags=40%, list=4%, signal=39%",3075/1191/715/716,,,,,,,,,,,,,,,,,,,,
GO:0006959,1,humoral immune response,40.0,-0.585592147099592,-1.8549723267247,0.0001825067226682,0.0074883061361458,0.0063649340813595,1004.0,"tags=38%, list=14%, signal=32%",3133/6170/975/3958/3105/567/10417/3075/1191/715/716/27242/6347/4208/5919,,,,,,,,,,,,,,,,,,,,
GO:0006996,1,,,,,,,,,,,query_1,True,1.90664651470554e-72,3594.0,4284.0,1156.0,0.26984126984127,0.321647189760712,GO:BP,organelle organization,21026.0,2598.0,GO:0016043,,,,,,,
GO:0006999,1,nuclear pore organization,15.0,0.605949626069459,2.0307373818535,0.002193020681979,0.0354902390844573,0.0301661054178704,403.0,"tags=27%, list=6%, signal=25%",55706/57122/25909/7175,,,,,,,,,,,,,,,,,,,,
GO:0007052,1,mitotic spindle organization,98.0,0.298993500993581,1.63794393840324,0.001984160975318,0.0337224346516404,0.0286635014271892,908.0,"tags=33%, list=13%, signal=29%",3832/9055/991/9639/2316/29127/9525/10460/29128/8658/7175/891/5347/332/55143/7415/9787/5901/4751/24137/7283/6491/3611/4605/9212/57405/22974/9126/51652/440145/9493/83540,,,,,,,,,,,,,,,,,,,,
GO:0007091,1,metaphase/anaphase transition of mitotic cell cycle,76.0,0.356937745109934,1.78411965423079,0.0003096779883848,0.0106602710916872,0.0090610508644261,908.0,"tags=36%, list=13%, signal=31%",9735/55781/6601/991/990/10460/11130/4085/7175/51776/891/5347/55055/221150/54908/332/55143/220134/9787/9184/147841/9212/57082/57405/699/701/83540,,,,,,,,,,,,,,,,,,,,
GO:0007093,1,mitotic cell cycle checkpoint signaling,99.0,0.406135401616888,2.2507554031327,1.7949457370817e-07,6.62824507638716e-05,5.63389666758659e-05,923.0,"tags=37%, list=13%, signal=33%",4998/65123/9735/4683/641/63967/991/51514/990/11130/4085/26058/7175/672/51776/891/5347/64859/55055/221150/29980/54908/5932/332/55143/220134/55159/9184/10111/147841/9212/57082/57405/699/701/83540/11073,,,,,,,,,,,,,,,,,,,,
GO:0007094,1,mitotic spindle assembly checkpoint signaling,39.0,0.532238284076918,2.32061303386525,5.69684466181223e-06,0.0007979511384924,0.0006782450268872,908.0,"tags=54%, list=13%, signal=47%",9735/991/11130/4085/7175/891/5347/55055/221150/54908/332/55143/220134/9184/147841/9212/57082/57405/699/701/83540,,,,,,,,,,,,,,,,,,,,
GO:0007159,1,leukocyte cell-cell adhesion,146.0,-0.41346566899115,-1.54017068468421,0.0008716065290241,0.021854726672197,0.0185761495464527,839.0,"tags=23%, list=12%, signal=21%",3572/10385/975/604/7048/80762/10318/3958/149041/3105/6659/567/51148/8654/6604/2309/5573/3659/4192/5290/23240/9314/22890/3676/868/27242/2534/3481/1803/6347/445/64115/10673/3479,,,,,,,,,,,,,,,,,,,,
GO:0007169,1,cell surface receptor protein tyrosine kinase signaling pathway,258.0,-0.382114505528674,-1.46032699401914,0.0004629898792592,0.0141403375154227,0.0120190487057417,1893.0,"tags=39%, list=26%, signal=30%",2202/90410/324/5771/4739/9847/145957/3480/1509/6599/6198/25778/8874/4313/114882/144165/27246/7249/1979/5782/207/3716/2065/1291/5156/7525/4882/26999/819/3489/405/23236/5291/10253/6774/10818/55023/5159/51324/1123/8835/6091/3487/4233/5295/2241/8481/8065/2252/23189/2932/3482/55022/4035/6654/7763/9640/2674/7474/23371/8527/59338/9678/1012/64397/23768/8473/5164/6655/23390/26060/5228/55777/9788/6272/23122/23294/5290/5793/8503/780/868/2537/624/3082/23213/2534/64285/10628/3481/2817/387914/5587/3488/23767/1634/4593/5919/2308/3479,,,,,,,,,,,,,,,,,,,,
GO:0007281,1,germ cell development,113.0,-0.420930726987547,-1.52978053420071,0.0034720431430324,0.0482960119525184,0.0410507966529997,2346.0,"tags=45%, list=32%, signal=31%",7073/27067/54496/57820/7419/2119/79582/583/639/1738/7320/128637/585/6194/51742/1730/8672/6198/64645/9025/3267/8087/207/51465/3020/64848/79670/4882/64395/472/22873/5592/80314/90/27125/9425/2241/9665/9444/28981/994/23424/8654/2309/4192/5290/83700/7802/22933/3481/3479,,,,,,,,,,,,,,,,,,,,
GO:0007431,1,salivary gland development,16.0,-0.697508181654324,-1.82748482316677,0.0008823948582119,0.0219230179238535,0.0186341959600507,846.0,"tags=50%, list=12%, signal=44%",5361/2252/10512/6591/1605/23129/3082/59277,,,,,,,,,,,,,,,,,,,,
GO:0007435,1,salivary gland morphogenesis,15.0,-0.698703349901823,-1.80847665974454,0.0013145879616226,0.0278117515630789,0.0236395203625124,846.0,"tags=53%, list=12%, signal=47%",5361/2252/10512/6591/1605/23129/3082/59277,,,,,,,,,,,,,,,,,,,,
GO:0007507,1,heart development,278.0,-0.398497584585469,-1.52806065846065,4.69120912554617e-05,0.0031238838472079,0.0026552486508699,2112.0,"tags=43%, list=29%, signal=32%",639/5663/6662/25776/1385/60485/25836/221322/8841/55717/4089/6416/90410/4087/4205/324/9968/1889/1289/10087/6443/3480/7528/9782/2033/10370/4088/4666/7404/4313/144165/7249/51098/25831/5925/2065/1026/1291/1848/5156/54880/6444/80206/65125/11214/55742/23345/472/10818/22873/5592/5159/3398/79810/27031/90/1301/6091/5532/115701/80173/657/205428/840/4209/4194/7157/54583/4331/8321/6654/5311/2697/7048/2013/10512/7046/7474/6659/55553/55764/23768/5728/6591/2138/1605/6604/5573/9686/64208/23363/3720/9472/10060/23129/6546/5997/221662/677/7029/4086/9242/1281/6495/8572/26011/27250/287/4208/23767/57538/7135/70/7139/6261/11096/9249/27295/3479,,,,,,,,,,,,,,,,,,,,
GO:0007517,1,muscle organ development,150.0,-0.52608942787733,-1.95995298963432,1.293542967715e-09,1.75145717828611e-06,1.48870909968603e-06,1752.0,"tags=47%, list=24%, signal=36%",6443/23060/6198/8531/2033/10370/4088/4666/257194/3344/2218/8087/5925/2065/10521/1291/6498/6444/80208/2353/51111/79810/1301/1073/5532/140465/2115/51542/657/4209/1106/54583/8321/2121/6840/2697/688/79647/7046/55553/3908/1605/64208/10791/10290/10060/221662/22933/51804/9242/1281/6495/10472/7832/3481/2817/1958/84466/6442/4208/445/1134/7135/70/10324/7139/6261/101929726/146862/3479,,,,,,,,,,,,,,,,,,,,
GO:0007519,1,skeletal muscle tissue development,74.0,-0.539760877200285,-1.871027413034,4.61076575060328e-06,0.000749157219158,0.0006367710173464,1715.0,"tags=51%, list=24%, signal=40%",6198/8531/2033/10370/4666/3344/5925/10521/1291/6498/80208/2353/1073/5532/140465/51542/4209/6840/688/79647/64208/10791/10060/221662/22933/51804/9242/6495/10472/7832/3481/2817/1958/84466/4208/1134/10324/6261,,,,,,,,,,,,,,,,,,,,
GO:0008104,1,,,,,,,,,,,query_1,True,1.15691290656876e-45,2770.0,4284.0,866.0,0.202147525676937,0.312635379061372,GO:BP,protein localization,21026.0,3109.0,GO:0070727,,,,,,,
