"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007051","spindle organization",148,0.374644767887015,1.97769002459064,6.11780344886733e-09,2.25746947263204e-06,1.82421775566226e-06,784,"tags=30%, list=11%, signal=28%","2316/55143/991/4605/891/22974/10460/1062/29128/221150/6491/7430/3837/9212/10579/93323/90417/28989/220134/203068/6790/57405/83540/5347/26271/23636/9493/79866/9371/29127/1639/10403/9133/55142/5119/79441/332/3832/3611/56992/9055/5901/79884/24137/4751"
"GO:0019646","aerobic electron transport chain",80,0.486889069439927,2.38718693980951,7.17745663244071e-09,2.30779283070412e-06,1.86488309551848e-06,1831,"tags=51%, list=25%, signal=39%","9377/1537/27089/4537/4728/23479/7386/4708/4716/10975/4694/1349/374291/4519/4726/1347/29796/4535/4700/4715/1327/7384/7388/4714/4538/4514/4513/1337/4701/4707/100532726/54205/4718/4709/4540/4724/1351/4541/1329/1340/54949"
"GO:0007093","mitotic cell cycle checkpoint signaling",99,0.43121480744984,2.20369033281221,7.39130495175007e-09,2.30779283070412e-06,1.86488309551848e-06,568,"tags=32%, list=8%, signal=30%","595/990/55143/991/54962/891/51514/1111/51149/2177/10459/221150/55055/4998/9212/672/220134/1063/57405/83540/5347/11130/147841/4085/10403/641/699/63967/701/55159/983/332"
"GO:0010965","regulation of mitotic sister chromatid separation",51,0.583423667869089,2.56226272784871,1.35190116096331e-08,3.26892439573111e-06,2.64155506725746e-06,568,"tags=41%, list=8%, signal=38%","55143/991/891/10459/11065/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis",64,0.509442236026887,2.37550910015006,1.36909866290783e-08,3.26892439573111e-06,2.64155506725746e-06,1981,"tags=59%, list=27%, signal=44%","4537/4728/4708/4716/521/126328/4694/374291/4726/9551/514/4535/4700/4715/10632/93974/522/4714/4538/54539/51079/30968/4508/4701/4707/134145/4718/10476/4709/4540/4724/55967/4541/6389/4509/4696/4717/4706"
"GO:0051304","chromosome separation",67,0.490403640757808,2.34172025102515,1.16115236991736e-08,3.26892439573111e-06,2.64155506725746e-06,568,"tags=37%, list=8%, signal=35%","55143/991/891/10459/11065/221150/55055/23397/9918/9212/54892/220134/1063/57405/10051/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0022904","respiratory electron transport chain",97,0.445126256064007,2.25795166791466,1.26575070093585e-08,3.26892439573111e-06,2.64155506725746e-06,1831,"tags=51%, list=25%, signal=38%","9377/891/1537/27089/4537/4728/983/23479/7386/4708/4716/10975/4694/1349/374291/4519/388753/4726/51142/1347/29796/4535/4700/4715/1327/7384/7388/4714/4538/4514/4513/1337/4701/4707/100532726/54205/4718/4709/3052/4540/5339/4724/1351/55967/2109/4541/1329/1340/54949"
"GO:0015986","proton motive force-driven ATP synthesis",70,0.499221790603494,2.42304208396898,1.74243616462128e-08,3.92919355122099e-06,3.17510589997656e-06,1981,"tags=59%, list=27%, signal=43%","4537/4728/4708/4716/9556/521/126328/4694/374291/4726/9551/514/4535/4700/4715/10632/93974/522/4714/4538/54539/51079/84833/30968/4508/516/4701/4707/134145/4718/10476/4709/4540/4724/55967/4541/6389/4509/4696/4717/4706"
"GO:0007052","mitotic spindle organization",98,0.427487440468176,2.16551691862872,2.52134507393028e-08,5.38638929214896e-06,4.35263781183754e-06,784,"tags=35%, list=11%, signal=31%","2316/55143/991/4605/891/22974/10460/1062/29128/6491/3837/9212/10579/6790/57405/83540/5347/23636/9493/79866/9371/29127/1639/10403/5119/332/3832/3611/56992/9055/5901/79884/24137/4751"
"GO:0061061","muscle structure development",321,-0.458005190093899,-1.69807593229112,3.31319199650001e-08,6.72412315689676e-06,5.43363487426001e-06,2013,"tags=40%, list=28%, signal=30%","3516/23411/51542/8572/4088/26263/27086/6830/858/8289/3566/4211/3399/4666/10521/2697/5587/287/2274/9318/55662/80206/1466/57492/4086/51111/57493/7248/6416/2065/3481/6934/144165/90410/2033/94104/6840/196528/4217/5156/6444/55274/1432/1281/6935/5592/463/25988/1134/10939/9734/56261/677/50804/6272/4763/4775/10290/55909/1793/257194/80208/1073/6601/8038/488/2218/84159/5523/6442/221662/57496/905/6938/7138/23345/101929726/4089/79810/7168/10472/157680/30816/100381270/3908/2353/23236/9444/6498/1385/8554/90/26585/4627/10818/85461/22933/6261/5465/2121/3912/115701/7049/9975/11214/10324/2273/7290/7832/4208/84665/1301/11096/27250/10060/6659/1958/9472/55553/27295/7139/57538/84466/7135/146862/70/50507/3479"
"GO:0033046","negative regulation of sister chromatid segregation",41,0.610999530365094,2.56802601321349,4.86579952007649e-08,7.90011210079619e-06,6.38392897034035e-06,568,"tags=49%, list=8%, signal=45%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0033048","negative regulation of mitotic sister chromatid segregation",41,0.610999530365094,2.56802601321349,4.86579952007649e-08,7.90011210079619e-06,6.38392897034035e-06,568,"tags=49%, list=8%, signal=45%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",41,0.610999530365094,2.56802601321349,4.86579952007649e-08,7.90011210079619e-06,6.38392897034035e-06,568,"tags=49%, list=8%, signal=45%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:2000816","negative regulation of mitotic sister chromatid separation",41,0.610999530365094,2.56802601321349,4.86579952007649e-08,7.90011210079619e-06,6.38392897034035e-06,568,"tags=49%, list=8%, signal=45%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0007167","enzyme-linked receptor protein signaling pathway",402,-0.433194633219721,-1.61084613985405,4.40887345735197e-08,7.90011210079619e-06,6.38392897034035e-06,2080,"tags=43%, list=29%, signal=32%","8826/58533/25942/51496/57560/1845/3572/3516/23411/3693/51552/4088/5782/7130/858/3667/114882/5494/58516/367/6655/6259/5286/23189/5587/4087/64397/624/55662/25976/1284/26524/1123/8412/23230/4313/10140/4086/1386/5921/9847/3672/7525/2065/3481/1278/144165/2152/90410/2033/6760/55198/54806/4233/4052/10006/6774/9113/1979/5156/7251/56034/1432/7474/405/1281/64426/6935/51742/10979/10253/59338/5164/23294/1012/4734/5305/8879/6272/6868/2734/9839/8473/7057/2131/2043/5295/2200/4926/56963/9019/8065/3309/7041/84159/5290/3480/55777/55914/23607/3091/5747/27246/6091/8874/57178/2534/161742/135228/2444/26060/1387/8835/4089/4093/92/23390/26037/3624/284/5154/23767/3092/9315/2353/23236/51232/57154/9678/51196/6498/23768/55023/27/90/5046/26585/10818/3340/4643/23213/2252/387914/5793/8503/8527/23433/1282/5465/23122/2674/4774/145957/7049/80312/2202/868/673/9110/324/151556/252983/27250/8239/4593/1958/10628/3082/1634/9863/2308/5919/3479"
"GO:0051306","mitotic sister chromatid separation",53,0.546102823835952,2.43395232306531,5.3385268382356e-08,8.33426170630704e-06,6.73475693438953e-06,568,"tags=40%, list=8%, signal=37%","55143/991/891/10459/11065/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0014706","striated muscle tissue development",180,-0.513266355771343,-1.86162934428958,6.48826549906504e-08,9.40566773596607e-06,7.60053958461905e-06,1552,"tags=36%, list=21%, signal=29%","4086/57493/7248/6416/60485/2065/3481/144165/10512/90410/2033/6840/196528/5156/6444/3720/1432/5592/1134/9734/56261/4763/55909/80208/1073/205428/221662/57496/905/23345/4089/9686/79810/7168/10472/2353/6498/1385/90/26585/10818/22933/6261/5465/115701/7049/9975/11214/10324/7832/4208/861/1301/10060/26011/1958/9472/55553/7139/57538/84466/7135/70/50507/3479"
"GO:0072359","circulatory system development",487,-0.416673476499404,-1.55610113395829,6.44937479677294e-08,9.40566773596607e-06,7.60053958461905e-06,1857,"tags=36%, list=26%, signal=28%","55294/4211/2191/56983/4780/64359/3399/5286/4666/51752/2697/5587/287/4087/2274/80114/55333/55662/25976/1284/23118/80206/170506/2752/59/1295/4313/10614/4086/10000/1386/57493/10427/5921/7248/6416/60485/22873/23328/2065/6934/1278/144165/2152/10512/90410/2033/3953/196528/29072/54806/9314/6774/5156/25836/5176/6733/730094/6444/3720/1432/7474/65125/1281/6591/5592/10253/375056/84168/9734/1012/677/8879/8710/9782/80173/538/221322/4763/25831/4775/7404/7057/2131/2997/2200/8038/7403/5728/5290/3480/3091/205428/5747/102/221662/2969/6091/57178/2534/161742/23295/10769/130916/23345/27031/4089/9686/284361/10352/79810/7168/2013/3624/83700/284/5154/23767/1289/26523/9444/1385/23768/90627/79659/90/1009/26585/4627/639/10818/3340/4643/23213/55764/7058/6261/8701/8503/2737/1282/5465/57534/115701/83478/7049/11214/9394/4208/6347/861/324/1301/6558/11096/27250/10060/26011/11174/6659/1958/9472/55553/1634/27295/2308/7139/57538/7135/70/50507/9249/3479"
"GO:0030071","regulation of mitotic metaphase/anaphase transition",73,0.460325871606882,2.23082383768369,8.77690005608226e-08,1.22846335612544e-05,9.92697661515511e-06,568,"tags=32%, list=8%, signal=29%","990/55143/991/891/1062/10459/11065/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0033047","regulation of mitotic sister chromatid segregation",46,0.568953016763329,2.4565373460922,9.20706863003851e-08,1.24571638564421e-05,1.00663950355088e-05,568,"tags=46%, list=8%, signal=42%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/983/332"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",76,0.455349743785051,2.2098035684215,9.97621351895713e-08,1.30624034430474e-05,1.05554775297353e-05,568,"tags=32%, list=8%, signal=29%","990/55143/991/891/10460/1062/10459/11065/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0007094","mitotic spindle assembly checkpoint signaling",39,0.600900131573192,2.49143910105693,1.16132338841373e-07,1.35409927280274e-05,1.09422163458807e-05,568,"tags=49%, list=8%, signal=45%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/11130/147841/4085/10403/699/701/332"
"GO:0071173","spindle assembly checkpoint signaling",39,0.600900131573192,2.49143910105693,1.16132338841373e-07,1.35409927280274e-05,1.09422163458807e-05,568,"tags=49%, list=8%, signal=45%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/11130/147841/4085/10403/699/701/332"
"GO:0071174","mitotic spindle checkpoint signaling",39,0.600900131573192,2.49143910105693,1.16132338841373e-07,1.35409927280274e-05,1.09422163458807e-05,568,"tags=49%, list=8%, signal=45%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/11130/147841/4085/10403/699/701/332"
"GO:0032543","mitochondrial translation",111,0.401564623976278,2.03551969677982,1.16761454910312e-07,1.35409927280274e-05,1.09422163458807e-05,1420,"tags=41%, list=20%, signal=34%","2617/122704/63875/54998/51021/6472/115416/65003/65008/54148/64979/29093/51335/79590/78988/51650/84300/55052/116540/29088/28998/708/51023/118487/116541/63931/54534/51116/28957/54460/51258/6183/92170/26589/51263/54931/28977/57129/219927/64960/51318/51264/3396/51081/28958/7284"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",119,0.383713561117384,1.9565142287766,1.24688845991384e-07,1.40586673855285e-05,1.13605393014372e-05,784,"tags=31%, list=11%, signal=28%","2316/55143/991/4605/891/22974/10460/1062/29128/6491/3837/9212/10579/6790/57405/83540/5347/23636/9493/79866/9371/29127/51203/4085/1639/10403/5119/983/332/3832/3611/56992/9055/5901/79884/24137/4751"
"GO:0051310","metaphase chromosome alignment",75,0.458106403582116,2.21924862373459,1.43297397848864e-07,1.57201118342848e-05,1.27031206741695e-05,568,"tags=35%, list=8%, signal=32%","55143/55166/891/113130/1062/221150/79980/55055/3837/9212/90417/220134/1063/57405/9928/1894/83540/23636/29127/11130/147841/10403/5119/983/3835/332"
"GO:0051983","regulation of chromosome segregation",104,0.402095904432651,2.0620987458649,1.91944930206281e-07,2.05027492554551e-05,1.65678781862264e-05,568,"tags=29%, list=8%, signal=27%","990/55143/991/891/10460/1062/10459/11065/221150/55055/23397/9918/9212/54892/4288/220134/1063/57405/10051/83540/5347/26271/11130/147841/4085/10403/699/701/983/332"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",42,0.580457925372424,2.42320403857379,2.2528925541192e-07,2.28612271929246e-05,1.84737189437774e-05,568,"tags=48%, list=8%, signal=44%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:1905819","negative regulation of chromosome separation",42,0.580457925372424,2.42320403857379,2.2528925541192e-07,2.28612271929246e-05,1.84737189437774e-05,568,"tags=48%, list=8%, signal=44%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway",258,-0.462589556103256,-1.70298163327516,2.60789645785657e-07,2.581817493278e-05,2.08631716628526e-05,1911,"tags=43%, list=26%, signal=33%","5782/858/3667/114882/367/6655/6259/5286/23189/5587/64397/624/55662/25976/1284/1123/8412/23230/4313/5921/9847/3672/7525/2065/3481/144165/2152/90410/6760/54806/4233/10006/6774/1979/5156/7251/56034/1432/7474/405/10253/59338/5164/23294/1012/4734/5305/8879/6272/6868/8473/7057/2131/2043/5295/9019/8065/84159/5290/3480/55777/55914/23607/3091/5747/27246/6091/8874/2534/2444/26060/8835/23390/26037/284/5154/23767/3092/23236/51232/9678/51196/23768/55023/27/10818/3340/4643/23213/2252/387914/5793/8503/8527/23433/1282/23122/2674/145957/2202/868/673/324/252983/4593/10628/3082/1634/2308/5919/3479"
"GO:0051303","establishment of chromosome localization",81,0.431984654895435,2.13918551053516,3.27322090973533e-07,3.16333420776564e-05,2.55622966284092e-05,568,"tags=32%, list=8%, signal=30%","55143/55166/891/113130/1062/221150/79980/55055/3837/9212/90417/220134/1063/57405/9928/1894/83540/23636/29127/11130/147841/10403/5119/983/3835/332"
"GO:0051985","negative regulation of chromosome segregation",43,0.566544170611009,2.39413114285327,3.59069659848715e-07,3.38945057982776e-05,2.73894996349718e-05,568,"tags=47%, list=8%, signal=43%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0048738","cardiac muscle tissue development",102,-0.574997741411199,-2.00214616287345,3.97680155354841e-07,3.66859943314841e-05,2.96452479446336e-05,656,"tags=25%, list=9%, signal=23%","23345/4089/9686/79810/7168/1385/90/26585/10818/5465/115701/7049/11214/4208/861/1301/26011/9472/55553/7139/57538/7135/70/50507/3479"
"GO:0033045","regulation of sister chromatid segregation",82,0.424489322179869,2.10962127782037,4.09398591336338e-07,3.69277529385377e-05,2.9840608435182e-05,568,"tags=30%, list=8%, signal=28%","990/55143/991/891/10460/1062/10459/11065/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/983/332"
"GO:0045931","positive regulation of mitotic cell cycle",84,0.427249499333377,2.15176144228905,4.37260468384548e-07,3.85834835037583e-05,3.11785725282895e-05,568,"tags=23%, list=8%, signal=21%","595/1978/440/990/991/6241/9134/891/51514/113130/11065/221150/6491/220134/6790/26271/11331/983/332"
"GO:0009887","animal organ morphogenesis",347,-0.436502768728227,-1.61959604515649,4.470041558264e-07,3.86040397553055e-05,3.11951836406509e-05,1606,"tags=36%, list=22%, signal=29%","59/1295/8412/4313/10000/1386/57493/10427/4790/60485/3481/1278/123016/144165/10512/2033/196528/4325/342184/29072/54806/6774/5156/51141/25836/56034/57599/23424/1432/7474/1281/6591/6935/8945/10253/9653/59338/2309/8879/2734/4124/4763/2131/2593/125488/2200/5090/2195/6431/84159/5728/63915/5523/222662/3091/5747/7189/6091/57178/9231/27031/4212/5087/4089/133522/79810/7168/92/3371/2013/55870/3624/57728/5154/1289/59277/1112/4664/2355/4646/23768/90/3983/26585/639/10818/3340/23213/2252/55764/6261/8701/6913/55727/2737/5465/3912/1290/57534/115701/5324/7049/2273/4665/2202/51715/673/4208/6347/324/1301/10152/11096/27250/10060/6659/3082/55553/1634/27152/54757/7139/7135/70/9249"
"GO:0044784","metaphase/anaphase transition of cell cycle",77,0.440665362078049,2.1468908801481,5.7982371511624e-07,4.90313429095171e-05,3.96212871996098e-05,568,"tags=31%, list=8%, signal=29%","990/55143/991/891/10460/1062/10459/11065/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0060537","muscle tissue development",194,-0.494861653468661,-1.80114705641716,6.2100934911114e-07,5.14423866947371e-05,4.15696054098886e-05,1950,"tags=42%, list=27%, signal=31%","4088/26263/27086/858/4211/56983/4666/10521/2697/2274/9318/25976/80206/1466/4086/57493/7248/6416/60485/2065/3481/144165/10512/90410/2033/6840/196528/5156/6444/3720/1432/1281/5592/1134/9734/56261/4763/55909/80208/1073/205428/221662/57496/905/23345/4089/9686/79810/7168/10472/2353/2355/6498/1385/90/26585/10818/22933/6261/5465/115701/7049/9975/11214/10324/7832/4208/861/1301/10060/26011/1958/9472/55553/7139/57538/84466/7135/70/50507/3479"
"GO:0042692","muscle cell differentiation",190,-0.487865823266262,-1.7750688969666,6.71727339806932e-07,5.45308254455267e-05,4.40653134913347e-05,1288,"tags=29%, list=18%, signal=24%","5156/6444/1432/6935/5592/10939/9734/50804/6272/4775/10290/55909/1793/80208/1073/8038/488/221662/57496/905/7138/23345/101929726/4089/79810/7168/30816/100381270/3908/9444/8554/90/26585/4627/10818/85461/6261/5465/3912/115701/11214/10324/7290/4208/84665/11096/27250/9472/55553/7139/57538/84466/70/50507/3479"
"GO:0007080","mitotic metaphase chromosome alignment",44,0.542214218499116,2.32029520750323,7.14395527249173e-07,5.61111737999736e-05,4.53423626666453e-05,568,"tags=36%, list=8%, signal=34%","55143/891/113130/1062/221150/3837/9212/220134/9928/83540/23636/10403/5119/983/3835/332"
"GO:0007517","muscle organ development",150,-0.523183099744243,-1.87545000519109,7.18842334959011e-07,5.61111737999736e-05,4.53423626666453e-05,1549,"tags=37%, list=21%, signal=30%","51111/57493/2065/3481/2033/94104/6840/6444/1432/1281/463/1134/9734/56261/4763/10290/55909/257194/80208/1073/2218/84159/6442/221662/57496/905/6938/101929726/4089/79810/7168/10472/157680/3908/2353/6498/1385/22933/6261/2121/7049/9975/10324/2273/7832/4208/1301/10060/1958/55553/7139/84466/7135/146862/70/3479"
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle",74,0.44459061604137,2.13889734097411,8.05934540455777e-07,6.17224207492453e-05,4.98767036357538e-05,568,"tags=31%, list=8%, signal=29%","990/55143/991/891/1062/10459/11065/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/699/701/332"
"GO:0031577","spindle checkpoint signaling",40,0.569874287644297,2.38013063124608,1.07294468868029e-06,8.0649675765802e-05,6.51714551642845e-05,568,"tags=48%, list=8%, signal=44%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/11130/147841/4085/10403/699/701/332"
"GO:0050000","chromosome localization",88,0.40716763379159,2.10426410122228,1.14814416917633e-06,8.32199496908344e-05,6.72484441946136e-05,568,"tags=30%, list=8%, signal=28%","55143/55166/891/113130/1062/221150/79980/55055/3837/9212/90417/220134/1063/57405/9928/1894/83540/23636/29127/11130/147841/10403/5119/983/3835/332"
"GO:0045930","negative regulation of mitotic cell cycle",147,0.337432947141913,1.82454793014446,1.138790287276e-06,8.32199496908344e-05,6.72484441946136e-05,568,"tags=26%, list=8%, signal=24%","595/990/55143/991/54998/54962/891/51514/1111/51149/2177/10459/221150/55055/4998/9212/672/220134/1063/57405/83540/5347/26271/11130/147841/4085/10403/641/5371/699/7465/2146/63967/701/58190/55159/983/332"
"GO:0051225","spindle assembly",104,0.381014775419847,1.95398680237208,1.17092566490422e-06,8.33822328744949e-05,6.7379582120804e-05,784,"tags=30%, list=11%, signal=27%","2316/55143/991/4605/22974/29128/221150/6491/3837/9212/93323/220134/203068/6790/5347/26271/9493/9371/29127/10403/9133/55142/5119/79441/332/3832/56992/9055/79884/24137/4751"
"GO:0035051","cardiocyte differentiation",71,-0.624663715930079,-2.08909098111235,1.40302931838582e-06,9.81878621263457e-05,7.93437269707844e-05,656,"tags=27%, list=9%, signal=25%","23345/4089/3624/90/26585/10818/5465/115701/7049/11214/4208/27250/26011/9472/55553/57538/70/50507/3479"
"GO:1901989","positive regulation of cell cycle phase transition",72,0.428741709126183,2.08317173993382,1.82057901885281e-06,0.000125249665042772,0.000101211850539614,568,"tags=25%, list=8%, signal=23%","595/990/991/6241/9134/891/51514/113130/11065/221150/6491/220134/26271/2146/79915/11331/983/332"
"GO:0000075","cell cycle checkpoint signaling",129,0.356492514766516,1.84457606442402,2.39923713206684e-06,0.000162308391984322,0.000131158296552987,568,"tags=26%, list=8%, signal=25%","595/990/55143/991/54962/891/51514/8318/1111/51149/2177/10459/221150/55055/4998/9212/672/220134/1063/57405/83540/5347/11130/147841/4085/10403/641/5810/699/63967/701/55159/983/332"
"GO:1901992","positive regulation of mitotic cell cycle phase transition",65,0.455121723896298,2.15429277647843,2.76666576410992e-06,0.000184096661254462,0.000148764978791484,568,"tags=25%, list=8%, signal=23%","595/990/991/6241/9134/891/51514/113130/11065/221150/6491/220134/26271/11331/983/332"
"GO:0043502","regulation of muscle adaptation",42,-0.646947670913195,-2.0000517438031,4.30066034981784e-06,0.000281554521934042,0.000227518805603266,873,"tags=29%, list=12%, signal=25%","488/6442/7138/4089/29995/5465/8654/9472/2308/7135/90523/3479"
"GO:0009142","nucleoside triphosphate biosynthetic process",96,0.38263338723718,1.91184619757784,4.52499241437756e-06,0.000289348766188255,0.00023381718479859,1597,"tags=42%, list=22%, signal=33%","7298/4537/7371/1841/4728/2023/4708/4716/9556/521/126328/4694/4831/374291/790/4726/9551/514/4535/4700/4715/10632/93974/4830/522/4714/4538/54539/51079/84833/30968/4508/516/4701/4707/134145/4718/10476/4709/4540"
"GO:0009165","nucleotide biosynthetic process",148,0.319380448619346,1.68595849034852,4.56228653265541e-06,0.000289348766188255,0.00023381718479859,1399,"tags=34%, list=19%, signal=28%","2617/6241/1854/7298/2987/4537/7371/1841/4837/4728/353/2023/4708/9060/4716/9556/521/3251/126328/4694/4831/374291/790/7372/80347/5634/6240/8833/4726/9551/514/4535/4700/4715/10632/93974/4830/522/4714/4538/54539/10606/51079/84833/30968/4508/516/4701/4522/102157402/4707"
"GO:2001251","negative regulation of chromosome organization",73,0.412574248559735,1.99941068984169,4.70764765579788e-06,0.00029397448976744,0.000237555143246416,568,"tags=30%, list=8%, signal=28%","55143/991/891/10459/221150/55055/9212/220134/1063/57405/83540/5347/26271/11130/147841/4085/8260/10403/5371/699/701/332"
